Year,State,District,Crop,Season,Area,Production
1998,KARNATAKA                     ,BAGALKOT,Safflower,Rabi,4590,3570
1998,KARNATAKA                     ,BAGALKOT,Sesamum,Kharif,2395,937
1998,KARNATAKA                     ,BAGALKOT,Soyabean,Kharif,5221,3854
1998,KARNATAKA                     ,BAGALKOT,Sunflower,Kharif,36785,13374
1998,KARNATAKA                     ,BAGALKOT,Sunflower,Rabi,41359,16619
1998,KARNATAKA                     ,BAGALKOT,Sunflower,Summer,2262,1195
1998,KARNATAKA                     ,BAGALKOT,Turmeric,Whole year,305,1872
1998,KARNATAKA                     ,BAGALKOT,Wheat,Rabi,22207,28030
1998,KARNATAKA                     ,BANGALORE (RURAL),Arecanut,Whole year,479,3226
1998,KARNATAKA                     ,BANGALORE (RURAL),Arhar,Kharif,5522,2151
1998,KARNATAKA                     ,BANGALORE (RURAL),Castor seed,Kharif,3417,3840
1998,KARNATAKA                     ,BANGALORE (RURAL),Coconut ('000 Nuts),Whole year,14114,67405
1998,KARNATAKA                     ,BANGALORE (RURAL),Coriander,Whole year,129,14
1998,KARNATAKA                     ,BANGALORE (RURAL),Dry chillies,Whole year,1652,627
1998,KARNATAKA                     ,BANGALORE (RURAL),Dry ginger,Kharif,34,397
1998,KARNATAKA                     ,BANGALORE (RURAL),Garlic,Whole year,29,33
1998,KARNATAKA                     ,BANGALORE (RURAL),Gram,Rabi,50,35
1998,KARNATAKA                     ,BANGALORE (RURAL),Groundnut,Kharif,23543,24490
1998,KARNATAKA                     ,BANGALORE (RURAL),Groundnut,Rabi,1113,1319
1998,KARNATAKA                     ,BANGALORE (RURAL),Horse-gram,Kharif,6374,2695
1998,KARNATAKA                     ,BANGALORE (RURAL),Horse-gram,Rabi,3654,2236
1998,KARNATAKA                     ,BANGALORE (RURAL),Maize,Kharif,4870,15072
1998,KARNATAKA                     ,BANGALORE (RURAL),Maize,Rabi,68,139
1998,KARNATAKA                     ,BANGALORE (RURAL),Maize,Summer,430,978
1998,KARNATAKA                     ,BANGALORE (RURAL),Moong,Kharif,335,66
1998,KARNATAKA                     ,BANGALORE (RURAL),Niger seed,Kharif,2606,642
1998,KARNATAKA                     ,BANGALORE (RURAL),Onion,Kharif,71,322
1998,KARNATAKA                     ,BANGALORE (RURAL),Onion,Summer,150,1861
1998,KARNATAKA                     ,BANGALORE (RURAL),Peas & beans (Pulses),Kharif,185,2514
1998,KARNATAKA                     ,BANGALORE (RURAL),Peas & beans (Pulses),Rabi,27,272
1998,KARNATAKA                     ,BANGALORE (RURAL),Peas & beans (Pulses),Summer,237,2386
1998,KARNATAKA                     ,BANGALORE (RURAL),Potato,Kharif,835,9203
1998,KARNATAKA                     ,BANGALORE (RURAL),Potato,Rabi,212,4672
1998,KARNATAKA                     ,BANGALORE (RURAL),Potato,Summer,629,10664
1998,KARNATAKA                     ,BANGALORE (RURAL),Ragi,Kharif,145038,242901
1998,KARNATAKA                     ,BANGALORE (RURAL),Ragi,Rabi,216,314
1998,KARNATAKA                     ,BANGALORE (RURAL),Ragi,Summer,1754,3946
1998,KARNATAKA                     ,BANGALORE (RURAL),Rapeseed &Mustard,Kharif,1270,412
1998,KARNATAKA                     ,BANGALORE (RURAL),Rice,Kharif,14305,39567
1998,KARNATAKA                     ,BANGALORE (RURAL),Rice,Summer,6662,21506
1998,KARNATAKA                     ,BANGALORE (RURAL),Sesamum,Kharif,1245,504
1998,KARNATAKA                     ,BANGALORE (RURAL),Soyabean,Kharif,49,53
1998,KARNATAKA                     ,BANGALORE (RURAL),Sunflower,Kharif,133,43
1998,KARNATAKA                     ,BANGALORE (RURAL),Sunflower,Rabi,30,17
1998,KARNATAKA                     ,BANGALORE (RURAL),Sunflower,Summer,68,38
1998,KARNATAKA                     ,BANGALORE (RURAL),Turmeric,Whole year,55,197
1998,KARNATAKA                     ,BANGALORE (URBAN),Arecanut,Whole year,81,546
1998,KARNATAKA                     ,BANGALORE (URBAN),Arhar,Kharif,936,436
1998,KARNATAKA                     ,BANGALORE (URBAN),Castor seed,Kharif,351,299
1998,KARNATAKA                     ,BANGALORE (URBAN),Coconut ('000 Nuts),Whole year,3347,15984
1998,KARNATAKA                     ,BANGALORE (URBAN),Coriander,Whole year,12,2
1998,KARNATAKA                     ,BANGALORE (URBAN),Dry chillies,Whole year,162,159
1998,KARNATAKA                     ,BANGALORE (URBAN),Dry ginger,Kharif,8,93
1998,KARNATAKA                     ,BANGALORE (URBAN),Groundnut,Kharif,769,709
1998,KARNATAKA                     ,BANGALORE (URBAN),Groundnut,Rabi,116,137
1998,KARNATAKA                     ,BANGALORE (URBAN),Horse-gram,Kharif,2603,1246
1998,KARNATAKA                     ,BANGALORE (URBAN),Horse-gram,Rabi,3221,1934
1998,KARNATAKA                     ,BANGALORE (URBAN),Maize,Kharif,977,3216
1998,KARNATAKA                     ,BANGALORE (URBAN),Maize,Rabi,165,338
1998,KARNATAKA                     ,BANGALORE (URBAN),Maize,Summer,273,621
1998,KARNATAKA                     ,BANGALORE (URBAN),Moong,Kharif,112,22
1998,KARNATAKA                     ,BANGALORE (URBAN),Niger seed,Kharif,688,170
1998,KARNATAKA                     ,BANGALORE (URBAN),Onion,Kharif,74,335
1998,KARNATAKA                     ,BANGALORE (URBAN),Peas & beans (Pulses),Kharif,13,119
1998,KARNATAKA                     ,BANGALORE (URBAN),Peas & beans (Pulses),Rabi,19,168
1998,KARNATAKA                     ,BANGALORE (URBAN),Peas & beans (Pulses),Summer,24,213
1998,KARNATAKA                     ,BANGALORE (URBAN),Potato,Kharif,104,2219
1998,KARNATAKA                     ,BANGALORE (URBAN),Potato,Summer,16,407
1998,KARNATAKA                     ,BANGALORE (URBAN),Potato,Whole year,268,3910
1998,KARNATAKA                     ,BANGALORE (URBAN),Ragi,Kharif,47929,102625
1998,KARNATAKA                     ,BANGALORE (URBAN),Ragi,Rabi,278,404
1998,KARNATAKA                     ,BANGALORE (URBAN),Ragi,Summer,252,567
1998,KARNATAKA                     ,BANGALORE (URBAN),Rapeseed &Mustard,Kharif,742,241
1998,KARNATAKA                     ,BANGALORE (URBAN),Rice,Kharif,5124,14255
1998,KARNATAKA                     ,BANGALORE (URBAN),Rice,Summer,2121,6847
1998,KARNATAKA                     ,BANGALORE (URBAN),Sesamum,Kharif,137,55
1998,KARNATAKA                     ,BANGALORE (URBAN),Sunflower,Kharif,47,14
1998,KARNATAKA                     ,BANGALORE (URBAN),Sunflower,Rabi,10,6
1998,KARNATAKA                     ,BANGALORE (URBAN),Sunflower,Summer,5,3
1998,KARNATAKA                     ,BELGAUM,Arhar,Kharif,8602,3645
1998,KARNATAKA                     ,BELGAUM,Bajra,Kharif,30894,8901
1998,KARNATAKA                     ,BELGAUM,Castor seed,Kharif,323,276
1998,KARNATAKA                     ,BELGAUM,Coconut ('000 Nuts),Whole year,207,890
1998,KARNATAKA                     ,BELGAUM,Coriander,Whole year,465,55
1998,KARNATAKA                     ,BELGAUM,Cotton(lint),Kharif,65829,98969
1998,KARNATAKA                     ,BELGAUM,Dry chillies,Whole year,10884,6945
1998,KARNATAKA                     ,BELGAUM,Garlic,Whole year,768,918
1998,KARNATAKA                     ,BELGAUM,Gram,Rabi,24199,17873
1998,KARNATAKA                     ,BELGAUM,Groundnut,Kharif,81367,68291
1998,KARNATAKA                     ,BELGAUM,Groundnut,Rabi,4653,5313
1998,KARNATAKA                     ,BELGAUM,Horse-gram,Kharif,12026,3782
1998,KARNATAKA                     ,BELGAUM,Horse-gram,Rabi,2244,420
1998,KARNATAKA                     ,BELGAUM,Jowar,Kharif,58038,92470
1998,KARNATAKA                     ,BELGAUM,Jowar,Rabi,134018,119907
1998,KARNATAKA                     ,BELGAUM,Jowar,Summer,434,727
1998,KARNATAKA                     ,BELGAUM,Linseed,Rabi,2707,967
1998,KARNATAKA                     ,BELGAUM,Maize,Kharif,75232,239651
1998,KARNATAKA                     ,BELGAUM,Maize,Rabi,30633,58696
1998,KARNATAKA                     ,BELGAUM,Maize,Summer,3505,8044
1998,KARNATAKA                     ,BELGAUM,Moong,Kharif,22776,6708
1998,KARNATAKA                     ,BELGAUM,Moong,Rabi,208,93
1998,KARNATAKA                     ,BELGAUM,Niger seed,Kharif,715,164
1998,KARNATAKA                     ,BELGAUM,Onion,Kharif,1766,4339
1998,KARNATAKA                     ,BELGAUM,Onion,Rabi,872,7279
1998,KARNATAKA                     ,BELGAUM,Onion,Summer,646,5240
1998,KARNATAKA                     ,BELGAUM,Peas & beans (Pulses),Kharif,31,284
1998,KARNATAKA                     ,BELGAUM,Potato,Kharif,5205,62689
1998,KARNATAKA                     ,BELGAUM,Potato,Rabi,58,1112
1998,KARNATAKA                     ,BELGAUM,Potato,Summer,56,622
1998,KARNATAKA                     ,BELGAUM,Ragi,Kharif,2625,2325
1998,KARNATAKA                     ,BELGAUM,Rapeseed &Mustard,Kharif,627,87
1998,KARNATAKA                     ,BELGAUM,Rice,Kharif,62701,114050
1998,KARNATAKA                     ,BELGAUM,Rice,Summer,30,97
1998,KARNATAKA                     ,BELGAUM,Safflower,Rabi,6427,2930
1998,KARNATAKA                     ,BELGAUM,Sesamum,Kharif,889,360
1998,KARNATAKA                     ,BELGAUM,Soyabean,Kharif,53052,58866
1998,KARNATAKA                     ,BELGAUM,Sunflower,Kharif,15407,5647
1998,KARNATAKA                     ,BELGAUM,Sunflower,Rabi,11420,4536
1998,KARNATAKA                     ,BELGAUM,Sunflower,Summer,1203,675
1998,KARNATAKA                     ,BELGAUM,Turmeric,Whole year,1222,5135
1998,KARNATAKA                     ,BELGAUM,Wheat,Rabi,54399,61350
1998,KARNATAKA                     ,BELLARY,Arecanut,Whole year,6,40
1998,KARNATAKA                     ,BELLARY,Arhar,Kharif,7563,2234
1998,KARNATAKA                     ,BELLARY,Bajra,Kharif,25918,24114
1998,KARNATAKA                     ,BELLARY,Bajra,Rabi,451,536
1998,KARNATAKA                     ,BELLARY,Bajra,Summer,846,498
1998,KARNATAKA                     ,BELLARY,Castor seed,Kharif,508,433
1998,KARNATAKA                     ,BELLARY,Coconut ('000 Nuts),Whole year,1174,5606
1998,KARNATAKA                     ,BELLARY,Coriander,Whole year,11095,2241
1998,KARNATAKA                     ,BELLARY,Cotton(lint),Kharif,66412,85696
1998,KARNATAKA                     ,BELLARY,Dry chillies,Whole year,11574,25136
1998,KARNATAKA                     ,BELLARY,Garlic,Whole year,2,5
1998,KARNATAKA                     ,BELLARY,Gram,Rabi,9325,6070
1998,KARNATAKA                     ,BELLARY,Groundnut,Kharif,68396,61555
1998,KARNATAKA                     ,BELLARY,Groundnut,Rabi,25407,25244
1998,KARNATAKA                     ,BELLARY,Horse-gram,Kharif,10976,4984
1998,KARNATAKA                     ,BELLARY,Horse-gram,Rabi,2428,1119
1998,KARNATAKA                     ,BELLARY,Jowar,Kharif,44671,69654
1998,KARNATAKA                     ,BELLARY,Jowar,Rabi,49031,47827
1998,KARNATAKA                     ,BELLARY,Jowar,Summer,761,2018
1998,KARNATAKA                     ,BELLARY,Linseed,Rabi,113,37
1998,KARNATAKA                     ,BELLARY,Maize,Kharif,30252,95976
1998,KARNATAKA                     ,BELLARY,Maize,Rabi,1217,2472
1998,KARNATAKA                     ,BELLARY,Maize,Summer,621,1412
1998,KARNATAKA                     ,BELLARY,Moong,Kharif,3031,242
1998,KARNATAKA                     ,BELLARY,Moong,Rabi,217,97
1998,KARNATAKA                     ,BELLARY,Niger seed,Kharif,1654,427
1998,KARNATAKA                     ,BELLARY,Onion,Kharif,7638,53886
1998,KARNATAKA                     ,BELLARY,Onion,Rabi,150,917
1998,KARNATAKA                     ,BELLARY,Onion,Summer,1108,12024
1998,KARNATAKA                     ,BELLARY,Ragi,Kharif,6531,5804
1998,KARNATAKA                     ,BELLARY,Ragi,Summer,16,36
1998,KARNATAKA                     ,BELLARY,Rapeseed &Mustard,Kharif,79,6
1998,KARNATAKA                     ,BELLARY,Rice,Kharif,39395,124945
1998,KARNATAKA                     ,BELLARY,Rice,Summer,29459,99742
1998,KARNATAKA                     ,BELLARY,Safflower,Rabi,6134,3243
1998,KARNATAKA                     ,BELLARY,Sesamum,Kharif,4680,1089
1998,KARNATAKA                     ,BELLARY,Sunflower,Kharif,31997,6895
1998,KARNATAKA                     ,BELLARY,Sunflower,Rabi,29642,9593
1998,KARNATAKA                     ,BELLARY,Sunflower,Summer,7766,3910
1998,KARNATAKA                     ,BELLARY,Turmeric,Whole year,1,5
1998,KARNATAKA                     ,BELLARY,Wheat,Rabi,2382,2193
1998,KARNATAKA                     ,BIDAR,Arhar,Kharif,54354,41464
1998,KARNATAKA                     ,BIDAR,Bajra,Kharif,13994,6398
1998,KARNATAKA                     ,BIDAR,Coconut ('000 Nuts),Whole year,2,10
1998,KARNATAKA                     ,BIDAR,Coriander,Whole year,786,83
1998,KARNATAKA                     ,BIDAR,Cotton(lint),Kharif,3616,3439
1998,KARNATAKA                     ,BIDAR,Dry chillies,Whole year,772,682
1998,KARNATAKA                     ,BIDAR,Dry ginger,Kharif,1089,13843
1998,KARNATAKA                     ,BIDAR,Garlic,Whole year,107,202
1998,KARNATAKA                     ,BIDAR,Gram,Rabi,41731,18557
1998,KARNATAKA                     ,BIDAR,Groundnut,Kharif,2344,681
1998,KARNATAKA                     ,BIDAR,Groundnut,Rabi,1423,1983
1998,KARNATAKA                     ,BIDAR,Horse-gram,Kharif,109,52
1998,KARNATAKA                     ,BIDAR,Jowar,Kharif,85602,105761
1998,KARNATAKA                     ,BIDAR,Jowar,Rabi,30169,13646
1998,KARNATAKA                     ,BIDAR,Jowar,Summer,17,16
1998,KARNATAKA                     ,BIDAR,Linseed,Rabi,503,163
1998,KARNATAKA                     ,BIDAR,Maize,Kharif,233,585
1998,KARNATAKA                     ,BIDAR,Maize,Rabi,47,78
1998,KARNATAKA                     ,BIDAR,Maize,Summer,26,52
1998,KARNATAKA                     ,BIDAR,Moong,Kharif,40707,7657
1998,KARNATAKA                     ,BIDAR,Niger seed,Kharif,8792,1001
1998,KARNATAKA                     ,BIDAR,Onion,Kharif,28,127
1998,KARNATAKA                     ,BIDAR,Onion,Rabi,303,2303
1998,KARNATAKA                     ,BIDAR,Peas & beans (Pulses),Kharif,2,18
1998,KARNATAKA                     ,BIDAR,Peas & beans (Pulses),Rabi,2,20
1998,KARNATAKA                     ,BIDAR,Potato,Kharif,9,99
1998,KARNATAKA                     ,BIDAR,Potato,Rabi,10,197
1998,KARNATAKA                     ,BIDAR,Rapeseed &Mustard,Kharif,24,2
1998,KARNATAKA                     ,BIDAR,Rice,Kharif,9587,5825
1998,KARNATAKA                     ,BIDAR,Safflower,Rabi,9470,9140
1998,KARNATAKA                     ,BIDAR,Sesamum,Kharif,14250,7148
1998,KARNATAKA                     ,BIDAR,Soyabean,Kharif,217,234
1998,KARNATAKA                     ,BIDAR,Sunflower,Kharif,7880,1442
1998,KARNATAKA                     ,BIDAR,Sunflower,Rabi,6059,1787
1998,KARNATAKA                     ,BIDAR,Sunflower,Summer,265,149
1998,KARNATAKA                     ,BIDAR,Turmeric,Whole year,70,144
1998,KARNATAKA                     ,BIDAR,Wheat,Rabi,8128,7040
1998,KARNATAKA                     ,BIJAPUR,Arhar,Kharif,14304,5191
1998,KARNATAKA                     ,BIJAPUR,Bajra,Kharif,88693,64614
1998,KARNATAKA                     ,BIJAPUR,Castor seed,Kharif,157,134
1998,KARNATAKA                     ,BIJAPUR,Coconut ('000 Nuts),Whole year,150,717
1998,KARNATAKA                     ,BIJAPUR,Coriander,Whole year,381,36
1998,KARNATAKA                     ,BIJAPUR,Cotton(lint),Kharif,8727,12667
1998,KARNATAKA                     ,BIJAPUR,Dry chillies,Whole year,2276,1637
1998,KARNATAKA                     ,BIJAPUR,Garlic,Whole year,136,113
1998,KARNATAKA                     ,BIJAPUR,Gram,Rabi,48080,29390
1998,KARNATAKA                     ,BIJAPUR,Groundnut,Kharif,56125,14096
1998,KARNATAKA                     ,BIJAPUR,Groundnut,Rabi,10311,10716
1998,KARNATAKA                     ,BIJAPUR,Horse-gram,Kharif,25876,8874
1998,KARNATAKA                     ,BIJAPUR,Horse-gram,Rabi,2402,696
1998,KARNATAKA                     ,BIJAPUR,Jowar,Kharif,1374,2583
1998,KARNATAKA                     ,BIJAPUR,Jowar,Rabi,293441,201599
1998,KARNATAKA                     ,BIJAPUR,Jowar,Summer,190,504
1998,KARNATAKA                     ,BIJAPUR,Linseed,Rabi,6394,2284
1998,KARNATAKA                     ,BIJAPUR,Maize,Kharif,5751,21373
1998,KARNATAKA                     ,BIJAPUR,Maize,Rabi,4216,9629
1998,KARNATAKA                     ,BIJAPUR,Maize,Summer,2203,4918
1998,KARNATAKA                     ,BIJAPUR,Moong,Kharif,20519,1696
1998,KARNATAKA                     ,BIJAPUR,Moong,Rabi,5,2
1998,KARNATAKA                     ,BIJAPUR,Niger seed,Kharif,450,68
1998,KARNATAKA                     ,BIJAPUR,Onion,Kharif,4970,13886
1998,KARNATAKA                     ,BIJAPUR,Onion,Rabi,1859,19819
1998,KARNATAKA                     ,BIJAPUR,Onion,Summer,281,1918
1998,KARNATAKA                     ,BIJAPUR,Peas & beans (Pulses),Kharif,28,257
1998,KARNATAKA                     ,BIJAPUR,Rice,Kharif,394,541
1998,KARNATAKA                     ,BIJAPUR,Safflower,Rabi,11372,6266
1998,KARNATAKA                     ,BIJAPUR,Sesamum,Kharif,1469,575
1998,KARNATAKA                     ,BIJAPUR,Soyabean,Kharif,132,142
1998,KARNATAKA                     ,BIJAPUR,Sunflower,Kharif,68412,15600
1998,KARNATAKA                     ,BIJAPUR,Sunflower,Rabi,91855,24446
1998,KARNATAKA                     ,BIJAPUR,Sunflower,Summer,2749,1452
1998,KARNATAKA                     ,BIJAPUR,Turmeric,Whole year,74,375
1998,KARNATAKA                     ,BIJAPUR,Wheat,Rabi,62688,45667
1998,KARNATAKA                     ,CHAMARAJANNAGAR,Arecanut,Whole year,174,610
1998,KARNATAKA                     ,CHAMARAJANNAGAR,Arhar,Kharif,2487,572
1998,KARNATAKA                     ,CHAMARAJANNAGAR,Bajra,Kharif,790,548
1998,KARNATAKA                     ,CHAMARAJANNAGAR,Cardamom,Whole year,16,1
1998,KARNATAKA                     ,CHAMARAJANNAGAR,Castor seed,Kharif,928,429
1998,KARNATAKA                     ,CHAMARAJANNAGAR,Coconut ('000 Nuts),Whole year,7019,24995
1998,KARNATAKA                     ,CHAMARAJANNAGAR,Coriander,Whole year,166,16
1998,KARNATAKA                     ,CHAMARAJANNAGAR,Cotton(lint),Kharif,12738,32303
1998,KARNATAKA                     ,CHAMARAJANNAGAR,Dry chillies,Whole year,511,491
1998,KARNATAKA                     ,CHAMARAJANNAGAR,Garlic,Whole year,113,232
1998,KARNATAKA                     ,CHAMARAJANNAGAR,Gram,Rabi,748,201
1998,KARNATAKA                     ,CHAMARAJANNAGAR,Groundnut,Kharif,17248,22861
1998,KARNATAKA                     ,CHAMARAJANNAGAR,Groundnut,Rabi,594,658
1998,KARNATAKA                     ,CHAMARAJANNAGAR,Horse-gram,Kharif,1175,534
1998,KARNATAKA                     ,CHAMARAJANNAGAR,Horse-gram,Rabi,15881,7076
1998,KARNATAKA                     ,CHAMARAJANNAGAR,Jowar,Kharif,17425,14344
1998,KARNATAKA                     ,CHAMARAJANNAGAR,Jowar,Rabi,120,83
1998,KARNATAKA                     ,CHAMARAJANNAGAR,Jowar,Summer,241,639
1998,KARNATAKA                     ,CHAMARAJANNAGAR,Maize,Kharif,7137,30038
1998,KARNATAKA                     ,CHAMARAJANNAGAR,Maize,Rabi,1508,3093
1998,KARNATAKA                     ,CHAMARAJANNAGAR,Maize,Summer,484,1100
1998,KARNATAKA                     ,CHAMARAJANNAGAR,Moong,Kharif,423,83
1998,KARNATAKA                     ,CHAMARAJANNAGAR,Moong,Rabi,217,97
1998,KARNATAKA                     ,CHAMARAJANNAGAR,Niger seed,Kharif,848,175
1998,KARNATAKA                     ,CHAMARAJANNAGAR,Onion,Kharif,675,8324
1998,KARNATAKA                     ,CHAMARAJANNAGAR,Onion,Rabi,500,3536
1998,KARNATAKA                     ,CHAMARAJANNAGAR,Onion,Summer,411,6053
1998,KARNATAKA                     ,CHAMARAJANNAGAR,Peas & beans (Pulses),Kharif,109,1339
1998,KARNATAKA                     ,CHAMARAJANNAGAR,Peas & beans (Pulses),Rabi,7,29
1998,KARNATAKA                     ,CHAMARAJANNAGAR,Peas & beans (Pulses),Summer,10,41
1998,KARNATAKA                     ,CHAMARAJANNAGAR,Ragi,Kharif,20767,29866
1998,KARNATAKA                     ,CHAMARAJANNAGAR,Ragi,Rabi,975,1416
1998,KARNATAKA                     ,CHAMARAJANNAGAR,Ragi,Summer,1742,4056
1998,KARNATAKA                     ,CHAMARAJANNAGAR,Rice,Kharif,16108,52488
1998,KARNATAKA                     ,CHAMARAJANNAGAR,Rice,Rabi,70,153
1998,KARNATAKA                     ,CHAMARAJANNAGAR,Rice,Summer,2287,6709
1998,KARNATAKA                     ,CHAMARAJANNAGAR,Sesamum,Kharif,721,410
1998,KARNATAKA                     ,CHAMARAJANNAGAR,Soyabean,Kharif,29,31
1998,KARNATAKA                     ,CHAMARAJANNAGAR,Sunflower,Kharif,8197,4888
1998,KARNATAKA                     ,CHAMARAJANNAGAR,Sunflower,Rabi,103,58
1998,KARNATAKA                     ,CHAMARAJANNAGAR,Sunflower,Summer,108,61
1998,KARNATAKA                     ,CHAMARAJANNAGAR,Turmeric,Whole year,2197,13325
1998,KARNATAKA                     ,CHAMARAJANNAGAR,Wheat,Rabi,10,14
1998,KARNATAKA                     ,CHIKMAGALUR,Arecanut,Whole year,12622,76737
1998,KARNATAKA                     ,CHIKMAGALUR,Arhar,Kharif,1035,482
1998,KARNATAKA                     ,CHIKMAGALUR,Black pepper,Whole year,647,711
1998,KARNATAKA                     ,CHIKMAGALUR,Cardamom,Whole year,2569,158
1998,KARNATAKA                     ,CHIKMAGALUR,Castor seed,Kharif,1442,1230
1998,KARNATAKA                     ,CHIKMAGALUR,Coconut ('000 Nuts),Whole year,30041,75720
1998,KARNATAKA                     ,CHIKMAGALUR,Coriander,Whole year,1390,142
1998,KARNATAKA                     ,CHIKMAGALUR,Cotton(lint),Kharif,3270,4898
1998,KARNATAKA                     ,CHIKMAGALUR,Dry chillies,Whole year,2962,809
1998,KARNATAKA                     ,CHIKMAGALUR,Dry ginger,Kharif,72,880
1998,KARNATAKA                     ,CHIKMAGALUR,Garlic,Whole year,8,19
1998,KARNATAKA                     ,CHIKMAGALUR,Gram,Rabi,3670,3476
1998,KARNATAKA                     ,CHIKMAGALUR,Groundnut,Kharif,5561,7173
1998,KARNATAKA                     ,CHIKMAGALUR,Groundnut,Rabi,1986,2847
1998,KARNATAKA                     ,CHIKMAGALUR,Horse-gram,Kharif,5100,3479
1998,KARNATAKA                     ,CHIKMAGALUR,Horse-gram,Rabi,9181,5050
1998,KARNATAKA                     ,CHIKMAGALUR,Jowar,Kharif,6664,5047
1998,KARNATAKA                     ,CHIKMAGALUR,Jowar,Rabi,6440,7054
1998,KARNATAKA                     ,CHIKMAGALUR,Maize,Kharif,460,1567
1998,KARNATAKA                     ,CHIKMAGALUR,Moong,Kharif,1975,287
1998,KARNATAKA                     ,CHIKMAGALUR,Moong,Rabi,87,39
1998,KARNATAKA                     ,CHIKMAGALUR,Niger seed,Kharif,1745,453
1998,KARNATAKA                     ,CHIKMAGALUR,Onion,Kharif,2506,22574
1998,KARNATAKA                     ,CHIKMAGALUR,Onion,Rabi,10,103
1998,KARNATAKA                     ,CHIKMAGALUR,Peas & beans (Pulses),Kharif,63,571
1998,KARNATAKA                     ,CHIKMAGALUR,Peas & beans (Pulses),Rabi,8,73
1998,KARNATAKA                     ,CHIKMAGALUR,Peas & beans (Pulses),Summer,26,225
1998,KARNATAKA                     ,CHIKMAGALUR,Potato,Kharif,900,14083
1998,KARNATAKA                     ,CHIKMAGALUR,Ragi,Kharif,61058,104235
1998,KARNATAKA                     ,CHIKMAGALUR,Rapeseed &Mustard,Kharif,505,139
1998,KARNATAKA                     ,CHIKMAGALUR,Rice,Kharif,46109,108109
1998,KARNATAKA                     ,CHIKMAGALUR,Rice,Summer,3732,10704
1998,KARNATAKA                     ,CHIKMAGALUR,Safflower,Rabi,208,125
1998,KARNATAKA                     ,CHIKMAGALUR,Sesamum,Kharif,3967,2386
1998,KARNATAKA                     ,CHIKMAGALUR,Soyabean,Kharif,115,124
1998,KARNATAKA                     ,CHIKMAGALUR,Sunflower,Kharif,14635,11206
1998,KARNATAKA                     ,CHIKMAGALUR,Sunflower,Rabi,177,49
1998,KARNATAKA                     ,CHIKMAGALUR,Sunflower,Summer,1,1
1998,KARNATAKA                     ,CHIKMAGALUR,Turmeric,Whole year,19,96
1998,KARNATAKA                     ,CHIKMAGALUR,Wheat,Rabi,62,58
1998,KARNATAKA                     ,CHITRADURGA,Arecanut,Whole year,6113,28613
1998,KARNATAKA                     ,CHITRADURGA,Arhar,Kharif,7582,3393
1998,KARNATAKA                     ,CHITRADURGA,Bajra,Kharif,8649,6113
1998,KARNATAKA                     ,CHITRADURGA,Castor seed,Kharif,1342,1308
1998,KARNATAKA                     ,CHITRADURGA,Coconut ('000 Nuts),Whole year,36609,214268
1998,KARNATAKA                     ,CHITRADURGA,Coriander,Whole year,698,70
1998,KARNATAKA                     ,CHITRADURGA,Cotton(lint),Kharif,26795,30271
1998,KARNATAKA                     ,CHITRADURGA,Dry chillies,Whole year,3786,2120
1998,KARNATAKA                     ,CHITRADURGA,Garlic,Whole year,4,5
1998,KARNATAKA                     ,CHITRADURGA,Gram,Rabi,2960,1627
1998,KARNATAKA                     ,CHITRADURGA,Groundnut,Kharif,155527,191503
1998,KARNATAKA                     ,CHITRADURGA,Groundnut,Rabi,5545,6938
1998,KARNATAKA                     ,CHITRADURGA,Horse-gram,Kharif,9976,9724
1998,KARNATAKA                     ,CHITRADURGA,Horse-gram,Rabi,5658,1758
1998,KARNATAKA                     ,CHITRADURGA,Jowar,Kharif,22972,34346
1998,KARNATAKA                     ,CHITRADURGA,Jowar,Rabi,16789,11307
1998,KARNATAKA                     ,CHITRADURGA,Jowar,Summer,526,1395
1998,KARNATAKA                     ,CHITRADURGA,Maize,Kharif,32832,103976
1998,KARNATAKA                     ,CHITRADURGA,Maize,Rabi,374,767
1998,KARNATAKA                     ,CHITRADURGA,Maize,Summer,180,409
1998,KARNATAKA                     ,CHITRADURGA,Moong,Kharif,2537,202
1998,KARNATAKA                     ,CHITRADURGA,Niger seed,Kharif,555,163
1998,KARNATAKA                     ,CHITRADURGA,Onion,Kharif,10982,83672
1998,KARNATAKA                     ,CHITRADURGA,Onion,Rabi,199,2006
1998,KARNATAKA                     ,CHITRADURGA,Onion,Summer,419,2620
1998,KARNATAKA                     ,CHITRADURGA,Peas & beans (Pulses),Kharif,16,147
1998,KARNATAKA                     ,CHITRADURGA,Peas & beans (Pulses),Rabi,3,30
1998,KARNATAKA                     ,CHITRADURGA,Ragi,Kharif,61386,95832
1998,KARNATAKA                     ,CHITRADURGA,Ragi,Rabi,51,74
1998,KARNATAKA                     ,CHITRADURGA,Ragi,Summer,972,2263
1998,KARNATAKA                     ,CHITRADURGA,Rapeseed &Mustard,Kharif,235,50
1998,KARNATAKA                     ,CHITRADURGA,Rice,Kharif,3235,9914
1998,KARNATAKA                     ,CHITRADURGA,Rice,Rabi,730,1518
1998,KARNATAKA                     ,CHITRADURGA,Rice,Summer,5457,16109
1998,KARNATAKA                     ,CHITRADURGA,Safflower,Rabi,1044,549
1998,KARNATAKA                     ,CHITRADURGA,Sesamum,Kharif,4154,1819
1998,KARNATAKA                     ,CHITRADURGA,Sunflower,Kharif,21838,10045
1998,KARNATAKA                     ,CHITRADURGA,Sunflower,Rabi,16067,6017
